name,sub_head,view_count,tel,tag,info,address,Latitude,Longitude
정담은보쌈,보쌈 하나로 승부를 보는 곳,561,02-763-8401,"보쌈맛집, 봉천보쌈, 신림동보쌈, 음식, 정담은보쌈",단일 메뉴를 최고의 맛으로 제공하기 위해 보쌈 한 가지를 판매하고 있다. 맛있고 따뜻한 보쌈 제공을 위해 하루 6번 고기를 삶고 있으며 ''고기 삶아 나오는 시간''을 안내해 주고 있다. 건물 한 동 전체를 사용하고 있어 내부와 주차시설이 넓고 편리하다. 식당 외부 전경이 아름다워 인스타그래머들의 인기를 얻고 있다.,서울특별시 종로구 계동길 33-9,37.5788516,126.9861132
홈수끼 학동점,부담 없는 샤부샤부 코스요리 전문점,560,02-3445-4124,"강남구청맛집, 음식, 코스요리추천, 학동역맛집, 학동역샤브샤브, 홈수끼학동점","홈수끼 학동점은 7호선 학동역과 강남구청역 사이 중간에 있다. 발레 주차가 가능해 차량 이용이 편리하다. 매장은 2층으로 있고 1층은 홀 2층은 창가 쪽 룸 자리와 안쪽 일반 자리로 되어있다. 가족 모임 등 다양한 단체 회식 모임이 가능하다. 런치 메뉴는 11시 30분부터 3시까지 주문할 수 있다. 런치와 디너는 각각 A~D 코스가 있다. 런치A코스(평일)는 오늘의 수프, 모듬 채소, 소고기 등심, 모듬 해물(키조개, 새우, 주꾸미, 관자), 칼국수 또는 죽, 후식(파이&커피 또는 매실차)으로 구성되어있다. 디너A코스(평일/주말)는 오늘의 수프, 계절 샐러드, 모듬 채소 샤부샤부, 소고기 등심 샤부샤부, 모듬 해물 칼국수 또는 죽, 후식(파이&커피 또는 매실차)으로 구성되어있다. 방송사 유명 맛집 탐방 프로그램에 소개되었다. 근처 서울세관관세박물관, 논현소나무공원, 학동공원이 있어 가벼운 산책이 가능하다.",서울특별시 강남구 언주로 708 경원빌딩,37.5163933,127.0357018
구스아일랜드 브루하우스,다양한 수제 맥주를 맛볼 수 있는 곳,554,02-6205-1785,"구스아일랜드, 서울맛집, 서울여행, 수제맥주, 수제맥주맛집, 음식",구스 아일랜드 브루하우스에는 다양한 수제맥주가 있다. 매장 양조 시설에서 만들었다. 수제맥주와 조화를 이룬 요리도 있다. 일반 펍과 차별화된 메뉴 일색이다. 이 때문에 많은 사람이 몰린다. 한국에서 구스아일랜드 맥주를 마실 수 있다는 소문을 듣고 온 외국인도 많다. 구스 아일랜드 브루하우스는 수제맥주를 만끽하기 좋은 공간으로 꾸몄다. 메인 홀은 자유로운 느낌의 바다. 브루잉 존이 바로 옆에 자리했다. 어느 자리에 앉든 수제맥주가 탄생하는 과정을 볼 수 있다.,서울특별시 강남구 역삼로 118,37.4933484,127.0320347
방이샤브샤브칼국수 방이본점,샤브샤브로 추천하는 방이동 맛집,553,02-423-3450,"방이동맛집, 방이샤브맛집, 방이샤브샤브칼국수방이본점, 방이역맛집, 서울칼국수맛집, 음식","방이샤브샤브칼국수 방이본점은 5호선 방이역 3번 출구 방산중학교 인근에 있다. 주차는 가게 앞부분에만 할 수 있고 자리가 협소해 유료주차장 이용해야 한다. 가게 외부에도 테이블이 마련되어 있고 내부 홀은 넓다. 대표 메뉴로는 버섯칼국수로 야채, 국수, 볶음밥으로 구성되어 있고 소고기는 별도로 주문해야 한다. 국물은 일반 육수, 얼큰 육수를 선택할 수 있고 기본 반찬 김치, 동치미 국물, 간장소스가 나온다. 야채, 버섯은 무한리필 된다. 주류는 판매하지 않는다. 다른 메뉴로는 전주비빔밥과 돌솥비빔밥이 있다. 식당 근처에 솔밭어린이공원, 서울방이동고분, 올림픽공원이 있어 식사 후 가벼운 산책을 할 수 있다.",서울특별시 송파구 오금로31길 42,37.50929,127.1233563
오향가가락본점,족발과 짬뽕의 만남,552,02-401-6999,"가락동맛집, 경찰병원맛집, 냉족발, 오향가, 오향가가락본점, 오향족발, 음식","오향가가락본점은 일반 중식당과는 다르게 족발과 짬뽕을 판매하는 식당이다. 족발 위에 해파리냉채를 얹어 겨자소스를 부어 내주는 냉족발이 인기다. 차가운 냉족발과 대비되는 짬뽕, 들깨 미역국과 탕수육도 인기 메뉴이며 족발과 장육은 저녁에만 판매한다. 저녁이나 주말에는 대기자가 많으니 참고 바란다.",서울특별시 송파구 송이로 106,37.4967672,127.1214231
봉우리 역삼본점,고급 한식 레스토랑,552,02-564-8551,"강남한정식, 김치명인, 만화식객, 봉우리, 봉우리역삼본점, 상견례식당, 역삼동맛집, 역삼역회식장소, 음식, 한식레스토랑, 한정식, 허영만식객","봉우리는 1997년 김치 연구가 이하연 선생에 의해 설립된 고급 한식 레스토랑이다. 외식, 김치 제조 및 교육 사업에까지 진출한 한식문화 기업으로, 허영만 화백의 만화 ‘식객’ 속 김치명인의 한정식당으로 알려져 있다. 명인 정식, 셰프 스페셜 정식, 식객 정식 등의 정식 상차림과 모둠 버섯 두부조림, 대구 강정, 제철 회 등의 일품요리 메뉴로 구성되어 있다.",서울특별시 강남구 논현로94길 25-3,37.5030429,127.038146
오로지라멘종각점,고소하고 진한 육수의 라멘,549,02-722-7123,"돈코츠라멘, 라멘맛집, 매운돈코츠라멘, 바질라멘, 오로지라멘, 오로지라멘종각점, 을지로맛집, 음식, 일본라면맛집, 종각라멘전문점","오로지 라멘은 이름 그대로 오로지 라멘만을 한국인들의 입맛에 맞게 연구해온 청년들이 모여 만든 라멘 전문점이다.
돼지 사골을 24시간 이상을 우려내고 걸러낸 육수에 으깬 돼지비계를 추가해 만드는 육수는 맛이 고소하고 진하다는 평이다.
대표 메뉴는 불고기 고명이 올라간 진한 사골 맛이 나는 오로지 라멘이고 그 외 메뉴로는 바질 라멘, 돈코쓰 라멘, 매운 돈코쓰 라멘, 차슈동이 있다. TV 프로그램 <생방송 투데이>에 소개된 적이 있다.",서울특별시 종로구 종로14길 16,37.56934,126.9868031
마루심,,549,02-592-8998,"마루심, 반포맛집, 서초장어덮밥, 수요미식회장어덮밥, 음식, 장어덮밥, 히쯔마부시",대표 메뉴인 히쯔마부시는 일본 아이치현 나고야의 명물 음식으로 손꼽히는 장어덮밥으로 수요미식회 장어덮밥에도 소개되었다. 최고의 맛을 담보하기위해 일본인 장어 전문가를 직접 고용하여 운영하고 있다.,서울특별시 서초구 고무래로10길 10,37.5018993,127.0104491
백마김씨네 도곡본점,현대적인 감각으로 정갈하게 제공하는 숯불구이 전문 식당,548,02-579-7113,"도곡동숯불갈비, 백마김씨네, 백마김씨네 도곡본점, 음식","질 좋은 고기에 발효효소를 사용하여 맛을 낸 음식을 현대적인 감각으로 정갈하게 제공하는 숯불구이 전문 식당이다. 지하철 3호선 매봉역 1번 출구 바로 옆에 있어 접근성이 좋다. 3층 단독 건물로 식당 내 테이블은 칸막이로 공간이 구분되어 있으며, 다양한 크기의 개별 룸도 준비되어 있어 가족 및 비즈니스 식사 장소로 적당하다. 식당 이름 ''백마 김씨네''는 식당 대표가 어린 시절 집에서 백마를 키우는 것을 보고 당시 동네 사람들이 ''백마 김씨네'' 로 불렀던 기억을 되살려 붙인 이름이라고 한다.",서울특별시 강남구 남부순환로 2743,37.4871749,127.0456552
하니칼국수,"매콤한 알곤이칼국수, 재첩칼국수를 맛보고 싶다면!",546,02-3298-6909,음식,"신당역 12번 출구 인근(중앙시장 가구단지)에 있는 하니칼국수는 알곤이칼국수, 재첩칼국수가 대표메뉴인 칼국수 전문점이다. 칼국수 이외에 곁들임 메뉴로 수육을 제공하며, 저녁에는 모둠 한 접시, 동그랑땡, 돼지갈비도 맛볼 수 있다. 평일에는 2시간 브레이크 타임이 있고, 점심과 저녁에는 주문 마감 시간이 있어 확인 후 방문하는 것이 좋다. 내부는 공간이 넓어 식사하기 불편함이 없으며, 가게 양 끝으로 바 테이블도 마련되어 있어 혼자서 식사하기에도 제격이다. 하니칼국수는 동시간대 최대 이용 가능 인원이 제한되어 있어 자리가 없는 경우 웨이팅을 등록하고 대기하여야 한다. 인근에 충무아트홀, 광희문, DDP 등이 있어 식사 전후로 공연을 보러 가거나 관광지를 방문하기에 좋다.",서울특별시 중구 퇴계로 411-15,37.5661924,127.0172116
본가설렁탕,가마솥설렁탕 전문점,546,02-414-5945,"가마솥설렁탕, 본가설렁탕, 석촌호수설렁탕, 설렁탕, 송파설렁탕, 음식","잠실동 석촌호수(동호) 길에 대형 건물과 주차장을 보유한 가마솥 설렁탕집이다. 2층 단독 건물로 식당 입구에 있는 커다란 가마솥에서 진한 소고기 육수를 고아내는 장면을 볼 수 있다. 대표메뉴는 가마솥에서 끓여낸 설렁탕이지만, 소고기 내장이 들어가는 본가탕과 선지가 들어가는 해장국, 돌냄비에 나오는 수육도 인기 메뉴다.",서울특별시 송파구 석촌호수로 204,37.5063678,127.0998422
벽제갈비 방이,최상급 1% 한우를 사용하는 서울특별시 송파구에 있는 한식전문점 벽제갈비,543,02-415-5522,음식,"최상급 1% 한우를 사용하는 서울특별시 송파구에 있는 한식전문점 벽제갈비. 이곳에서는 한우의 등심, 갈비, 사골 등 머리부터 소 꼬리에 이르기까지 벽제브랜드에서는 고품질의 한우를 다양하게 즐길 수 있다. 벽제가 매일 구매하는 고품질의 한우는 맛은 물론 그 신선도까지 고객에게 최상의 만족을 준다.",서울특별시 송파구 양재대로71길 1-4,37.5102009,127.1260264
하이디라오 서초지점,다양한 훠궈 요리를 맛볼 수 있는 서초동 맛집,541,02-533-8260,"강남마라탕맛집, 강남하이디라오, 서초하이디라오, 서초훠궈, 음식, 훠궈맛집","하이디라오 서초점은 신분당선, 9호선 신논현역 7번 출구 가까이에 있다. 이곳은 사전 예약이 필수다. 네 가지 탕-청유 라마 훠궈, 두 가지 탕-삼선 탕, 토마토 탕 등 여러 종류의 훠궈 요리를 즐길 수 있으며 새우 완자도 대표 메뉴다. 소스 바도 있는데 특별히 유명 아이돌의 이름을 딴 소스가 유명하다. 새벽까지 영업하고, 포장도 할 수 있다. 출장뷔페나 생일 기념 이벤트를 신청할 수도 있다. 또한, 장애인 편의시설도 갖추고 있다. 주변에 정릉과 우면산 도시자연공원이 있어 연계 관광이 가능하다.",서울특별시 서초구 서초대로77길 54 서초더블유타워,37.5026042,127.0247371
대도식당 삼성점,"가족, 단체 모임에 제격인 삼성동 한우 등심 맛집",540,02-561-2283,"강남한우맛집, 강남한우맛집, 깍두기볶음밥, 깍두기볶음밥, 대도식당삼성점, 삼성동맛집, 음식, 한우등심맛집","대도식당 삼성점은 9호선 삼성중앙역 6번 출구 대로변에 자리 잡고 있는 한우 등심 맛집이다.
대표 메뉴는 한우 생등심이며 식사로는 깍두기 볶음밥과 된장 죽 가운데 선택할 수 있다. 양배추, 깍두기, 파무침이 밑반찬으로 나온다. 실내 공간이 넓고 쾌적해서 가족 모임이나 단체 회식 장소로 적합하다.
제로페이 사용 가맹점이며 세스코 멤버스로 위생과 청결에 힘쓰고 있다.",서울특별시 강남구 삼성로 545,37.5101752,127.0544314
풍년뼈다귀해장국,잘 고은 돼지 등뼈와 잘 삶은 우거지가 푸짐하다,538,02-415-0631,"24시간음식점, 24시간해장국, 송파뼈다귀해장국, 송파해장국, 음식, 풍년뼈다귀해장국, 풍년해장국","서울 송파구 석촌동에 위치한 뼈다귀 해장국 전문 식당이다. 커다란 뚝배기에 잘 고은 돼지 등뼈와 잘 삶은 우거지가 푸짐하게 제공하는 24시간 운영 식당이다. 뼈해장국과 우거지탕 두 가지 메뉴를 판매하며, 돼지뼈 위에 올려진 우거지가 인기다. 식당 벽에는 손님들이 써 놓은 글씨가 가득하다. 8호선 송파역헬리오시티 가락초등학교 길 건너편에 있다.",서울특별시 송파구 가락로 94,37.5007226,127.1066176
벽제갈비 더청담,설화 한우와 제철 재료의 맛있는 만남,538,02-512-9593,"벽제갈비더청담, 설화한생갈비, 음식, 청담벽제갈비, 청담소고기, 청담한우맛집","벽제갈비 더청담은 서울시 강남구 청담동에 있는 한우구이 전문점으로 수인 분당선 압구정 로데오역 2번 출구 부근에 있다. 매장이 있는 상가건물에 주차장 (발레파킹 서비스 가능)이 있어 자동차로 방문해도 편리하다. 소고기 구이를 중심으로 제철 식재료를 활용한 한식을 선보이는 곳으로 대표 메뉴는 꽃뼈생갈비, 꽃뼈등심, 설화한우생갈비, 설화한우꽃등심 등이다. 넓은 홀에 인원별 다양한 테이블과 개별 룸까지 있어 단체 행사나 가족 모임에도 적당하다. 점심메뉴로 갈비탕, 양곰탕, 우거지탕이 있고 설화한우 생등심 정식, 양념갈비정식도 있다. 고기요리 외에 제주 자연산 생선회와 냉면, 된장찌개도 있다. 주변에 청담동명품거리와 청담동거리가 있어 둘러보기 좋다.",서울특별시 강남구 도산대로81길 25,37.5260266,127.0470695
해봉정육,,537,02-561-9929,"강남정육식당, 강남회식장소, 삼성역정육식당, 음식, 정육식당, 해봉정육","서울 강남구 삼성동에 위치한 해봉정육은 산지 농가로부터 직접 소를 구매하여 모든 과정 관리를 직접 진행하고 판매하여 저렴한 가격에 한우를 맛볼 수 있는 세련된 인테리어 정육식당이다. 대표 메뉴는 등심, 갈빗살, 차돌박이를 한번에 맛볼 수 있는 ''해봉모둠 500g''이며, 그외 특수부위모둠(치마살, 살치살, 업진, 부챗살, 제비추리), 국밥, 비빔밥 등도 판매한다. 내부 공간이 넓어 각종 회식 장소로 인기다. 지하철 2호선 삼성역 2번 출구에서 도보 5분 거리에 위치해 있고, 차량 방문 시 1시간 무료주차와 발레 파킹이 가능하다.",서울특별시 강남구 테헤란로108길 25,37.5078772,127.0664813
도산맘마미아,핫핑크색 건물의 압구정 이색 디저트 카페,535,02-511-0620,"도산맘마미아, 반려동물동반카페, 서울핫플, 서울핫플, 압구정디저트맛집, 압구정디저트맛집, 압구정핫플레이스, 음식","도산맘마미아는 수인분당선 압구정로데오역 5번 출구 도산공원 인근 압구정카페골목 안에 있다. 주차는 발레파킹 서비스를 받을 수 있다. SBS 생방송투데이 등 여러 방송에 소개된 압구정 핫플레이스다. 건물 전체가 핫핑크색으로 도색돼 있고, 내부는 덩굴장미로 장식한 중앙 홀과 4인 또는 2인 사각 테이블이 세팅되어 있다. 유리 재질을 사용해 천정으로 마감한 야외 테이블 공간도 마련되어 있고, 여러 곳에 포토존이 있다. 이곳의 메뉴는 콜드브루, 티브루, 아메리카노, 카페라떼, 바닐라라떼생, 생과일쥬스, 슈파이, 크림파이, 디카페인 커피, Ade, Season Fruit Juice, Tea, Sifnature, Chace Latte다. 인근에 도산공원, 압구정로데오거리, 압구정카페골목, 청담동명품거리, 서울선릉과정릉 세계문화유산이 있어서 연계 관광을 할 수 있다.
※반려동물 동반 가능",서울특별시 강남구 압구정로42길 45,37.5259112,127.0346435
대나무골,지리산 기슭의 토속 한정식집,528,02-533-8410,"대나무골, 대나무골한정식, 대통밥, 서초동맛집, 음식, 토속한정식, 한정식","지리산 기슭의 맛과 멋, 맑은 공기를 느낄 수 있는 토속 한정식 식당이다. 대표 메뉴로는 구성을 달리 한 왕정 정식, 영의정 정식, 좌의정 정식, 우의정 정식 네 가지의 정식코스와 점심특선메뉴인 대나무 정식, 그 외 안주 단품 요리와 주류를 판매하고 있다. 한식 조리 기능장님이 있어 맛 보장은 물론이고, 쾌적하고 넓은 규모로 상견례, 돌잔치 등 각종 단체 모임에 적합한 공간을 가지고 있다.",서울특별시 서초구 법원로3길 15,37.4931699,127.008846
이경진우렁쌈밥정식오금점,쌈밥 한상차림 정식,528,02-402-8838,"송파우렁쌈밥, 쌈밥, 오금동맛집, 우렁쌈밥, 음식, 이경진우렁쌈밥정식, 이경진우렁쌈밥정식오금점","살이 굵은 우렁과 된장에 각종 채소와 함께 먹는 쌈밥 한상차림 정식을 맛볼 수 있는 식당이다. 메인 우렁된장에 외에도 우렁을 넣은 된장국, 우렁무침, 나물반찬 등도 곁들여 제공되며 무한리필로 이용할 수 있다. 싱싱한 쌈채소와 우렁된장, 냄비 솥밥으로 차려내는 정갈한 상차림과 건강한 맛으로 건강을 생각하는 사람들에게 인기 있는 식당이다. 지하철 5호선 방이역 1번 출구 백토공원 앞에 있다.",서울특별시 송파구 중대로 310,37.5078348,127.133467
JS가든 잠원점,,525,02-595-1221,"JS가든, JS가든잠원점, 고급도시락, 베이징덕, 분위기좋은중국집, 서초구중식당, 음식, 중국요리도시락","서울 서초구 잠원동에 있는 JS 가든은 호텔 출신의 조리 명장이 요리하는 중국 요리 전문점이다. 대표 메뉴는 베이징덕이며, 고급 호텔 같은 분위기의 넓은 홀과 모임을 하기 좋은 룸도 마련되어 있다. 고급 중식 도시락이 TV 프로그램 <좋은아침> 4,266회에 소개되면서 많이 판매되고 있으며 테이크아웃 및 인근 지역은 배달앱으로도 예약 판매하고 있다. 3호선 잠원역 3번 출구 바로 앞에 있다.",서울특별시 서초구 잠원로4길 33-2,37.512881,127.010829
순흥옥,,519,02-2265-0953,"꼬리곰탕맛집, 꼬리찜맛집, 순흥옥, 을지로꼬리찜, 을지로노포맛집, 음식, 파범벅꼬리찜","서울 종로구 을지로에 위치한 순흥옥은 평일 11시부터 오후 2시까지 단 3시간만 장사하는 소꼬리찜 전문 식당이다. 1945년 개업하여 80여 년이 되어가는 역사를 가진 식당 순흥옥은 오래전부터 인근 주민들과 직장인들에게는 꽤 소문난 꼬리찜 맛집이다. 큼지막한 감자와 고기 위에 파를 올려 푸짐하게 내오는 ''파범벅 꼬리찜 정식''이 대표 메뉴이며, 함께 나오는 곰탕국물에 소면을 말아먹는 국수 또한 인기 있다. 주말에는 휴무이며, 지하철 2호선 을지로입구역 6번 출구에서 도보 2분 거리에 위치해 있다.",서울특별시 중구 을지로33길 9,37.5670497,126.99996
깔리,대학로의 작은 인도로 불리우는 인도커리 맛집,519,02-747-5050,"서울_여행지_추천, 서울가볼만한곳, 서울권, 음식, 인도음식, 커리전문점","대학로에서 ‘작은 인도’로 불린다. 안으로 들어서면 주인장이 수년 동안 직접 인도와 네팔, 티베트를 배낭여행 하면서 모은 소품들로 가득 채워져 마치 여행을 떠나온 것 같은 기분마저 느껴진다. 요리사들도 현지에서 직접 초빙했다. 정통의 인도 요리를 맛볼 수 있어 현지인이나 여행자들도 즐겨 찾는다. 다양한 종류의 커리와 탄두리치킨, 칠리치킨 등을 낸다. 인도 전통 음료인 라씨와 인도의 국민차로 불리는 짜이도 맛있다. 저렴한 런치메뉴와 세트메뉴도 인기다. 음식 외에도 인도와 네팔 배낭여행 정보도 얻을 수 있다. 깔리란 이름은 인도의 여신에게서 가져왔다. 수드라와 불가촉천민 등 억압받는 자들의 신으로, 이들의 운명과 저주를 대신해서 처절하게 응징해 주고 보호해 주는 독립적이고 잔혹한 여신이다.",서울특별시 종로구 대학로11길 43,37.5824478,126.9993213
스테이터,맛과 분위기를 사로잡은 스테이크 맛집!,519,02-363-1316,"강남레스토랑, 강남스테이크맛집, 서울맛집, 서울맛집추천, 스테이크, 양식, 양식전문점, 음식","스테이터는 강남구에 위치한 양식 전문점으로, 대표 메뉴는 스테이크다. 스테이크와 함께 네 종류의 기본 플래터가 나온다. 고기는 미디움 레어로 미리 구워져 나오는데, 이후에는 각자 불판에 원하는 굽기로 구워서 먹으면 된다. 스테이터만의 그릴 굽기 비법으로 육즙이 가득한 스테이크를 맛볼 수 있으며, 실력 있는 셰프가 직접 구워 제공하기 때문에 맛이 훌륭하다. 연인과 데이트하기 좋은 레스토랑이며, 친구 혹은 가족과 방문해도 좋은 곳이다.",서울특별시 강남구 봉은사로4길 29,37.5029695,127.0268744
벌교한상,벌교 새꼬막으로 요리한 푸짐한 한상,519,02-451-2226,"남도한정식, 벌교한상, 수서역꼬막맛집, 수서역한정식, 음식","서울시 강남구에 위치한 벌교한상은 꼬막, 홍어, 보리굴비 등 남도한식 정찬을 즐길 수 있는 식당이다. 최고의 밥맛을 내기 위해 국내 최고급 브랜드 쌀인 조성향米로 지은 밥과 벌교에서 전날 채취하여 직송받은 신선한 꼬막 요리는 시각과 미각을 자극한다. 수서역 인근 한적한 곳에 있어 마치 자연 속에서 식사하는 느낌이 들 수 있다.",서울특별시 강남구 광평로46길 7,37.485838,127.0993886
사찰음식 전문점 발우공양,"식탁 위 힐링, 정통성이 남다른 사찰음식 전문점",519,02-733-2081,"감자응이, 마음식, 말린도토리묵볶음, 맛집, 발우공양, 사찰음식, 서울맛집, 선식, 원식, 음식, 한식, 희식오이묵과_7년숙성_다시마감식초","발우공양은 사찰음식 전문 레스토랑이다. 대한불교조계종에서 유일하게 직접 운영하는 식당으로 정통성이 남다르다. 상호인 ‘발우공양’은 평상시 승려들이 식사하는 것을 이르는 말로 이 역시 수행의 한 방법으로 알려져 있다. 공양 시에는 불교의 전통 의식을 따르고 수행자의 지혜를 배우며 음식이 우리 입속으로 전달되기까지의 모든 과정과 공적에 감사하고 절약하는 문화를 경험할 수 있다.

한국식 사찰음식의 근본이 수행식 뿐 아니라 자연식과 발효 음식, 저장식이라는 점도 알 수 있는데, 발우공양에서 내는 모든 메뉴가 이를 바탕으로 한 치도 어긋남 없이 정갈하게 차려지기 때문이다. 육류는 물론이고 인공 조미료, 오신채(파, 마늘, 부추, 달래, 홍거)까지 철저하게 배제된 채 완성된 음식들은 건강과 환경 보호에 도움이 되다 보니 요즘에는 사찰음식이 건강식이자 친환경 음식으로 주목받고 있기도 하다. 영양의 균형은 유지하면서도 자극적이고 인체에 유해한 성분은 걷어낸 ‘식탁 위 힐링’을 고스란히 맛볼 수 있다.",서울특별시 종로구 우정국로 56,37.5738873,126.9831949
호랑이,호랑이라떼 먹으러 오면 안 잡아먹지 어흥,516,02-2269-5880,"레트로카페, 서울_여행지_추천, 서울가볼만한곳, 서울권, 을지로카페, 음식, 힙지로","서울 을지로에 있는 카페 호랑이는 레트로하면서도 힙한 분위기를 자랑한다. 오랜 세월의 흔적이 묻어나는 가구와 액자, 호랑이를 콘셉트로 한 인상적인 소품이 어우러지면서 이곳만의 독특한 분위기를 자아낸다. 카페 내부는 물론 외부에도 테이블을 두었지만 아담한 규모 때문에 늘 손님들로 북적인다. 이곳의 대표 메뉴는 호랑이라떼와 후르츠산도다. 호랑이라떼는 고소하면서도 달콤한 마무리가 인상적이다. 계절 생과일이 통째로 들어간 후르츠산도는 부드러운 생크림과 어우러져 색다른 맛을 즐길 수 있다.",서울특별시 중구 을지로 157,37.5675231,126.9954275
홍미닭발 신사본점,닭발 요리 전문점,513,02-545-2119,"닭발맛집, 닭발전문점, 매운닭발, 생생정보닭발, 음식, 전지적참견시점닭발, 홍미닭발","매콤한 닭발과 함께 잘 어울리는 주먹밥이 특징인 닭발 요리 전문점으로, 젊은 층이 많이 이용하는 식당이다. 닭발의 맵기 선택도 가능하다. TV 프로그램 ‘전지적 참견 시점’, ‘2TV 생생정보’, ‘신상출시편스토랑’에 출연하여 더욱더 인기다. 대표 메뉴 닭발 외에도 닭똥집, 닭날개, 골뱅이무침, 모둠어묵탕, 계란찜 등 다양한 메뉴가 있다.",서울특별시 강남구 도산대로1길 6,37.5170589,127.0203886
볼피노,생면을 사용한 고등어 파스타가 대표 인기 메뉴,511,010-2249-1571,"고등어파스타, 도산공원파스타, 미슐랭가이드맛집, 볼피노, 음식, 이탈리안레스토랑, 청담동파스타, 트러플아란치니","이탈리아 정통 음식의 맛이 화려한 인테리어와 조화를 이루는 이탈리안 레스토랑으로 해방촌 오스테리아 쿠촐로와 이태원 마렘마를 운영하는 김지운 셰프가 운영하고 있다. 대표 인기 메뉴는 고등어 파스타로 생면을 사용한 파스타는 탱글탱글하고 야들야들한 맛으로 인기다. ‘미쉐린 가이드 서울 2023’에 선정되기도 하였으며, 청담동 도산공원 인근에 있다.",서울특별시 강남구 도산대로45길 10-7,37.5234966,127.0364206
어거스트 힐 강남점,단체 식사를 위해 대관도 가능한 분위기 좋은 스테이크 레스토랑,510,0507-1478-8013,"강남역데이트맛집, 강남역맛집, 강남역파스트, 어거스트강남, 어거스트힐, 음식","어거스트 힐 강남점은 스테이크 전문 레스토랑이다. 9호선과 신분당선 신논현역 6번 출구에서 가깝다. 자체 주차장이 있지만 만차 시 상가 건물 뒤에 있는 유료 주차장을 이용해야 한다. TV 프로그램에 티본스테이크와 토마호크 스테이크 맛집으로 소개되었다. 일정한 온도의 저온 숙성고에서 240시간 이상 웻에이징을 하여 육즙과 풍미를 극대화하여 음식 맛이 고급스럽다. 넓은 홀에 다양한 테이블을 배치해 두었고 개별 룸도 있어 가족 모임이나 단체 행사에도 적당하다. 대표 메뉴는 티본스테이크, 올 데이 세트, 스모크치킨 퀘사디아, 채끝 스테이크가 있다, 그 밖에 에이드, 스파이스 치킨라이스, 포크찹 라이스, 비프 로제 파스타 등도 인기다. 식사 시간은 100분으로 제한하고 있다. 주변에 역삼공원과 무궁화공원이 있어 식사 전후에 둘러보기 좋다.",서울특별시 강남구 강남대로106길 25 페가수수,37.5033848,127.0276108
슈타인도르프,맥주의 맛과 멋을 경험하다,508,02-422-9000,"독일수제맥주, 서울데이트, 수제맥주, 슈바이학센, 음식, 잠실수제맥주","“몰트, 물, 홉, 효모 외의 성분을 넣으면 맥주가 아니다.” 과거 독일은 이 같은 내용을 핵심으로 한 ‘독일 맥주순수령’을 공포했다. 이 맥주순수령을 고수하는 브루펍이 있다. 서울 송파구에 터를 잡은 슈타인도르프 브로이다. 슈타인도르프 브로이의 설립자는 맥주를 제조했던 기업에서 부회장을 지낸 인물로, 당시 그가 쌓은 지식과 경험은 현재 브루펍에 그대로 적용됐다. 슈타인도르프는 한국에서 독일식 정통 맥주를 맛볼 수 있는 공간으로, 지하 3층 지상 6층으로 이뤄졌다. 지하 1층은 양조 시설이 있다.",서울특별시 송파구 오금로15길 11,37.5129602,127.1093788
백곰막걸리,,507,02-540-7644,"막걸리, 막걸리양조장, 서울여행, 압구정맛집, 음식, 전통주","백곰 막걸리&양조장은 다양한 전통주를 맛볼 수 있는 곳이다. 막걸리 40여 종, 약주와 청주 70여 종, 증류주 110여 종 등 220여 종의 전통주를 보유하고 있다. 한국 최대 규모로 지금도 전통주 수가 계속 늘어나는 중이다. 한국에서도 이곳에서만 맛볼 수 있는 전통주가 많아 다양한 사람들이 찾는다. 특히 일본 사케 양조장 사장 등을 비롯해 일본인들이 많이 모인다. 내부는 다양한 전통주를 구경하며 사진 촬영을 할 수 있는 전시 공간과 손님들이 술을 마실 수 있는 장소로 구성했다. 지하 1층에는 전통주를 빚는 양조장과 국산 수제 맥주를 마시는 공간이 공존한다.",서울특별시 강남구 압구정로48길 39,37.525931,127.0370724
미우야,일본식 우동 소바 전문점,507,02-577-6348,"미우야, 서초구소바전문점, 서초구우동전문점, 우동맛집, 음식, 이색우동명소","서울 서초구 양재천 카페거리, 메타세쿼이아 거리에 있는 일본식 우동 소바 전문점이다. 건물 앞에 언제나 긴 줄로 식사를 기다리는 사람들을 볼 수 있다. 시금치와 계란이 올라간 베이컨 소바와 생크림과 명란으로 만든 우동 등, 특이한 면과 초밥 종류를 맛볼 수 있다. 식사 후에는 양재 시민의 숲과 양재천 공원을 걸을 수 있다. 지하철 신분당선 양재시민의숲역 1번 출구에서 여의천을 따라가다 양재천 숲길과 만나는 곳에 있다.",서울특별시 서초구 강남대로23길 90,37.4740455,127.0353606
배나무골 양재점,전통 노하우가 담긴 오리 코스 요리 식당,506,0507-1416-5252,"배나무골, 배나무골양재점, 양재동오리고기, 오리고기, 오리요리전문점, 오리코스요리, 오향수육, 음식",1990년도부터 시작한 배나무골오리집은 30년이 넘는 전통을 자랑하는 우리나라 최초의 오리 코스 요리 전문점이다. 중국의 북경오리를 한국인의 입맛에 맞춰 재정의한 요리인 서울덕과 오향소스를 살포시 얹어 고소하고 부드러운 오리수육 등 다양한 오리 요리를 맛볼 수 있는 곳이다. 계절별로 산지에서 공수되는 신선한 재료로 오랜 기간 사랑받아 오고 있는 전문식당이다.,서울특별시 서초구 마방로2길 12,37.4730908,127.0391539
